valor,dec,nome,bloco,status,leituras,escritas,arquivos,mapas,escopo,comentario
0xA4,164,FLAG_TOUGH_PAINTING_MADE,SCRIPT/EVENT,EM_USO,2,1,2,LilycoveCity_ContestLobby,MAPA_UNICO:LilycoveCity_ContestLobby,
0xA5,165,FLAG_RECEIVED_TM_ROCK_TOMB,SCRIPT/EVENT,SO_ESCRITA,0,1,1,RustboroCity_Gym,MAPA_UNICO:RustboroCity_Gym,
0xA6,166,FLAG_RECEIVED_TM_BULK_UP,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,2,1,,,
0xA7,167,FLAG_RECEIVED_TM_SHOCK_WAVE,SCRIPT/EVENT,SO_ESCRITA,0,2,1,MauvilleCity_Gym,MAPA_UNICO:MauvilleCity_Gym,
0xA8,168,FLAG_RECEIVED_TM_OVERHEAT,SCRIPT/EVENT,EM_USO,1,2,2,AbandonedRocketHideout,MAPA_UNICO:AbandonedRocketHideout,
0xA9,169,FLAG_RECEIVED_TM_FACADE,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0xAA,170,FLAG_RECEIVED_TM_AERIAL_ACE,SCRIPT/EVENT,EM_USO,0,2,2,Route37,MAPA_UNICO:Route37,
0xAB,171,FLAG_RECEIVED_TM_CALM_MIND,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0xAC,172,FLAG_RECEIVED_TM_WATER_PULSE,SCRIPT/EVENT,SO_ESCRITA,0,2,1,SootopolisCity_Gym_1F,MAPA_UNICO:SootopolisCity_Gym_1F,
0xAD,173,FLAG_HIDE_SECRET_BASE_TRAINER,SCRIPT/EVENT,EM_USO,0,3,25,,GLOBAL(codigo),
0xAE,174,FLAG_DECORATION_1,SCRIPT/EVENT,EM_USO,2,3,29,LittlerootTown_BrendansHouse_2F;LittlerootTown_MaysHouse_2F,GLOBAL(codigo),
0xAF,175,FLAG_DECORATION_2,SCRIPT/EVENT,EM_USO,0,1,27,LittlerootTown_BrendansHouse_2F;LittlerootTown_MaysHouse_2F,GLOBAL(codigo),
0xB0,176,FLAG_DECORATION_3,SCRIPT/EVENT,EM_USO,0,1,27,LittlerootTown_BrendansHouse_2F;LittlerootTown_MaysHouse_2F,GLOBAL(codigo),
0xB1,177,FLAG_DECORATION_4,SCRIPT/EVENT,EM_USO,0,1,27,LittlerootTown_BrendansHouse_2F;LittlerootTown_MaysHouse_2F,GLOBAL(codigo),
0xB2,178,FLAG_DECORATION_5,SCRIPT/EVENT,EM_USO,0,1,27,LittlerootTown_BrendansHouse_2F;LittlerootTown_MaysHouse_2F,GLOBAL(codigo),
0xB3,179,FLAG_DECORATION_6,SCRIPT/EVENT,EM_USO,0,1,27,LittlerootTown_BrendansHouse_2F;LittlerootTown_MaysHouse_2F,GLOBAL(codigo),
0xB4,180,FLAG_DECORATION_7,SCRIPT/EVENT,EM_USO,0,1,27,LittlerootTown_BrendansHouse_2F;LittlerootTown_MaysHouse_2F,GLOBAL(codigo),
0xB5,181,FLAG_DECORATION_8,SCRIPT/EVENT,EM_USO,0,1,27,LittlerootTown_BrendansHouse_2F;LittlerootTown_MaysHouse_2F,GLOBAL(codigo),
0xB6,182,FLAG_DECORATION_9,SCRIPT/EVENT,EM_USO,0,1,27,LittlerootTown_BrendansHouse_2F;LittlerootTown_MaysHouse_2F,GLOBAL(codigo),
0xB7,183,FLAG_DECORATION_10,SCRIPT/EVENT,EM_USO,0,1,27,LittlerootTown_BrendansHouse_2F;LittlerootTown_MaysHouse_2F,GLOBAL(codigo),
0xB8,184,FLAG_DECORATION_11,SCRIPT/EVENT,EM_USO,0,1,27,LittlerootTown_BrendansHouse_2F;LittlerootTown_MaysHouse_2F,GLOBAL(codigo),
0xB9,185,FLAG_DECORATION_12,SCRIPT/EVENT,EM_USO,0,1,27,LittlerootTown_BrendansHouse_2F;LittlerootTown_MaysHouse_2F,GLOBAL(codigo),
0xBA,186,FLAG_DECORATION_13,SCRIPT/EVENT,EM_USO,0,1,25,,GLOBAL(codigo),
0xBB,187,FLAG_DECORATION_14,SCRIPT/EVENT,EM_USO,0,1,27,,GLOBAL(codigo),
0xBC,188,FLAG_RECEIVED_POKENAV,SCRIPT/EVENT,EM_USO,3,3,7,NewBarkTown_PlayersHouse_1F;RustboroCity_DevonCorp_2F,GLOBAL(codigo),
0xBD,189,FLAG_DELIVERED_STEVEN_LETTER,SCRIPT/EVENT,EM_USO,5,1,6,,GLOBAL(codigo),
0xBE,190,FLAG_DEFEATED_WALLY_MAUVILLE,SCRIPT/EVENT,EM_USO,1,1,2,MauvilleCity,MAPA_UNICO:MauvilleCity,
0xBF,191,FLAG_DEFEATED_GRUNT_SPACE_CENTER_1F,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0xC0,192,FLAG_RECEIVED_SUN_STONE_MOSSDEEP,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,2,2,1,,,
0xC1,193,FLAG_HIDE_VICTORYROAD_RIVAL,SCRIPT/EVENT,EM_USO,0,6,7,IcePath_1F;NewBarkTown_Lab;VictoryRoadKanto_B1F,GLOBAL(codigo),
0xC2,194,FLAG_RAILWAY_CELLBATTERY,SCRIPT/EVENT,EM_USO,0,0,1,RailwayCave_2F,MAPA_UNICO:RailwayCave_2F,
0xC3,195,FLAG_HIDE_ECRUTEAK_RIVAL,SCRIPT/EVENT,EM_USO,0,7,8,EcruteakCity;EcruteakCity_Gym;OlivineCity_Gym,GLOBAL(codigo),
0xC4,196,FLAG_HIDE_GOLDENROD_RIVAL,SCRIPT/EVENT,EM_USO,0,6,3,GoldenrodCity,MAPA_UNICO:GoldenrodCity,
0xC5,197,FLAG_HIDE_ICEPATH_RIVAL,SCRIPT/EVENT,EM_USO,0,6,7,IcePath_1F;OlivineCity;OlivineCity_Gym,MULTI_MAPA(3),
0xC6,198,FLAG_HIDE_OLIVINE_RIVAL,SCRIPT/EVENT,EM_USO,0,7,8,EcruteakCity;OlivineCity;OlivineCity_Gym,GLOBAL(codigo),
0xC7,199,FLAG_RUSTURF_TUNNEL_OPENED,SCRIPT/EVENT,EM_USO,4,0,5,,GLOBAL(codigo),
0xC8,200,FLAG_HIDE_GENESECT,SCRIPT/EVENT,EM_USO,0,6,3,AbandonedRocketHideoutBackroom,MAPA_UNICO:AbandonedRocketHideoutBackroom,
0xC9,201,FLAG_CAUGHT_GENESECT,SCRIPT/EVENT,EM_USO,2,3,3,AbandonedRocketHideoutBackroom;PokemonLeague_HallOfFame,MULTI_MAPA(2),
0xCA,202,FLAG_RECEIVED_PINK_SCARF,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,2,1,1,,,
0xCB,203,FLAG_RECEIVED_GREEN_SCARF,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,2,1,1,,,
0xCC,204,FLAG_RECEIVED_YELLOW_SCARF,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,2,1,1,,,
0xCD,205,FLAG_INTERACTED_WITH_STEVEN_SPACE_CENTER,SCRIPT/EVENT,EM_USO,1,2,1,MossdeepCity_SpaceCenter_2F,MAPA_UNICO:MossdeepCity_SpaceCenter_2F,
0xCE,206,FLAG_ENCOUNTERED_LATIAS_OR_LATIOS,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,1,1,,,
0xCF,207,FLAG_MET_ARCHIE_METEOR_FALLS,SCRIPT/EVENT,EM_USO,1,1,2,,GLOBAL(codigo),
0xD0,208,FLAG_GOT_BASEMENT_KEY_FROM_WATTSON,SCRIPT/EVENT,EM_USO,1,1,1,MauvilleCity,MAPA_UNICO:MauvilleCity,
0xD1,209,FLAG_RAILWAY_THUNDERBOLT,SCRIPT/EVENT,EM_USO,0,0,1,RailwayCave_3F,MAPA_UNICO:RailwayCave_3F,
0xD2,210,FLAG_FAN_CLUB_STRENGTH_SHARED,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,2,2,1,,,Set when you rate the strength of another trainer in Lilycove's Trainer Fan Club.
0xD3,211,FLAG_DEFEATED_RIVAL_RUSTBORO,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,2,0,1,,,
0xD4,212,FLAG_RECEIVED_RED_OR_BLUE_ORB,SCRIPT/EVENT,EM_USO,2,1,3,,GLOBAL(codigo),
0xD5,213,FLAG_RECEIVED_PREMIER_BALL_RUSTBORO,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0xD6,214,FLAG_ENABLE_WALLY_MATCH_CALL,SCRIPT/EVENT,EM_USO,0,1,2,MauvilleCity,GLOBAL(codigo),
0xD7,215,FLAG_ENABLE_SCOTT_MATCH_CALL,SCRIPT/EVENT,EM_USO,0,1,2,,GLOBAL(codigo),
0xD8,216,FLAG_ENABLE_MOM_MATCH_CALL,SCRIPT/EVENT,EM_USO,1,1,1,,GLOBAL(codigo),
0xD9,217,FLAG_MET_DIVING_TREASURE_HUNTER,SCRIPT/EVENT,EM_USO,1,1,1,Route124_DivingTreasureHuntersHouse,MAPA_UNICO:Route124_DivingTreasureHuntersHouse,
0xDA,218,FLAG_MET_WAILMER_TRAINER,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0xDB,219,FLAG_EVIL_LEADER_PLEASE_STOP,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,2,1,1,,,
0xDC,220,FLAG_NEVER_SET_0x0DC,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,"This flag is read, but never written to"
0xDD,221,FLAG_RECEIVED_GO_GOGGLES,SCRIPT/EVENT,SO_ESCRITA,0,2,1,LavaridgeTown,MAPA_UNICO:LavaridgeTown,
0xDE,222,FLAG_WINGULL_SENT_ON_ERRAND,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0xDF,223,FLAG_RECEIVED_MENTAL_HERB,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,0,1,,,
0xE0,224,FLAG_CAUGHT_HOOPA,SCRIPT/EVENT,EM_USO,2,3,3,PokemonLeague_HallOfFame;VajraPyramidFinalChamber,MULTI_MAPA(2),
0xE1,225,FLAG_RECEIVED_20_COINS,SCRIPT/EVENT,EM_USO,2,2,2,MauvilleCity_GameCorner,MAPA_UNICO:MauvilleCity_GameCorner,
0xE2,226,FLAG_RECEIVED_STARTER_DOLL,SCRIPT/EVENT,EM_USO,2,6,2,MauvilleCity_GameCorner,MAPA_UNICO:MauvilleCity_GameCorner,
0xE3,227,FLAG_RECEIVED_GOOD_ROD,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0xE4,228,FLAG_REGI_DOORS_OPENED,SCRIPT/EVENT,EM_USO,4,1,4,Route120,MAPA_UNICO:Route120,
0xE5,229,FLAG_RECEIVED_TM_RETURN,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,2,1,1,,,
0xE6,230,FLAG_RECEIVED_TM_SLUDGE_BOMB,SCRIPT/EVENT,EM_USO,1,1,1,DewfordTown_Hall,MAPA_UNICO:DewfordTown_Hall,
0xE7,231,FLAG_RECEIVED_TM_ROAR,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0xE8,232,FLAG_RECEIVED_TM_GIGA_DRAIN,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0xE9,233,FLAG_DOWNSING_ORAS,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0xEA,234,FLAG_RECEIVED_TM_REST,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0xEB,235,FLAG_RECEIVED_TM_ATTRACT,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0xEC,236,FLAG_RECEIVED_GLASS_ORNAMENT,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0xED,237,FLAG_RECEIVED_SILVER_SHIELD,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0xEE,238,FLAG_RECEIVED_GOLD_SHIELD,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0xEF,239,FLAG_USED_STORAGE_KEY,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,3,1,1,,,
0xF0,240,FLAG_USED_ROOM_1_KEY,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,3,1,1,,,
0xF1,241,FLAG_USED_ROOM_2_KEY,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,3,1,1,,,
0xF2,242,FLAG_USED_ROOM_4_KEY,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,3,1,1,,,
0xF3,243,FLAG_USED_ROOM_6_KEY,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,3,1,1,,,
0xF4,244,FLAG_FLOOR4_URN1LOOT,SCRIPT/EVENT,EM_USO,2,2,2,VajraPyramidFloor4,MAPA_UNICO:VajraPyramidFloor4,
0xF5,245,FLAG_HIDE_PYRAMIDOUT_SCIENTIST,SCRIPT/EVENT,EM_USO,0,4,3,VajraPyramidOutside,MAPA_UNICO:VajraPyramidOutside,
0xF6,246,FLAG_RECEIVED_CHESTO_BERRY_ROUTE_104,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0xF7,247,FLAG_DEFEATED_SS_TIDAL_TRAINERS,SCRIPT/EVENT,SO_LEITURA,1,0,1,SSTidalCorridor,MAPA_UNICO:SSTidalCorridor,
0xF8,248,FLAG_RECEIVED_SPELON_BERRY,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0xF9,249,FLAG_RECEIVED_PAMTRE_BERRY,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0xFA,250,FLAG_RECEIVED_WATMEL_BERRY,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0xFB,251,FLAG_RECEIVED_DURIN_BERRY,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0xFC,252,FLAG_RECEIVED_BELUE_BERRY,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0xFD,253,FLAG_ENABLE_RIVAL_MATCH_CALL,SCRIPT/EVENT,EM_USO,0,4,3,,GLOBAL(codigo),
0xFE,254,FLAG_GARBAGEFLAG4,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0xFF,255,FLAG_LATIOS_OR_LATIAS_ROAMING,SCRIPT/EVENT,SO_ESCRITA,0,2,2,,GLOBAL(codigo),
0x100,256,FLAG_FLOOR4_URN2LOOT,SCRIPT/EVENT,EM_USO,2,2,2,VajraPyramidFloor4,MAPA_UNICO:VajraPyramidFloor4,
0x101,257,FLAG_RECEIVED_OLD_ROD,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0x102,258,FLAG_RECEIVED_COIN_CASE,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0x103,259,FLAG_RETURNED_RED_OR_BLUE_ORB,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0x104,260,FLAG_RECEIVED_TM_SNATCH,SCRIPT/EVENT,EM_USO,3,1,2,SSTidalCorridor,MAPA_UNICO:SSTidalCorridor,
0x105,261,FLAG_RECEIVED_TM_DIG,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0x106,262,FLAG_RECEIVED_TM_BULLET_SEED,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0x107,263,FLAG_ENTERED_ELITE_FOUR,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,2,1,1,,,
0x108,264,FLAG_RECEIVED_TM_HIDDEN_POWER,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0x109,265,FLAG_HIDE_BLAINE_OLIVINEPORT,SCRIPT/EVENT,EM_USO,0,6,3,OlivineCity_PortInside,MAPA_UNICO:OlivineCity_PortInside,
0x10A,266,FLAG_RECEIVED_LAVARIDGE_EGG,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x10B,267,FLAG_RECEIVED_REVIVED_FOSSIL_MON,SCRIPT/EVENT,EM_USO,1,14,4,RuinsOfAlph_Lab;RustboroCity_DevonCorp_2F,MULTI_MAPA(2),
0x10C,268,FLAG_SECRET_BASE_REGISTRY_ENABLED,SCRIPT/EVENT,EM_USO,1,1,2,,GLOBAL(codigo),
0x10D,269,FLAG_HIDE_BM_URSALUNA,SCRIPT/EVENT,EM_USO,0,2,3,foggyforestDepths,MAPA_UNICO:foggyforestDepths,
0x10E,270,FLAG_CONTEST_SKETCH_CREATED,SCRIPT/EVENT,SO_ESCRITA,0,2,2,,GLOBAL(codigo),Set but never read
0x10F,271,FLAG_EVIL_TEAM_ESCAPED_STERN_SPOKE,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0x110,272,FLAG_RECEIVED_EXP_SHARE,SCRIPT/EVENT,EM_USO,1,7,5,Gate_Route31_VioletCity;NewBarkTown_Lab,MULTI_MAPA(2),
0x111,273,FLAG_POKERUS_EXPLAINED,SCRIPT/EVENT,SO_ESCRITA,0,1,1,,GLOBAL(codigo),
0x112,274,FLAG_RECEIVED_RUNNING_SHOES,SCRIPT/EVENT,EM_USO,2,3,5,LittlerootTown_BrendansHouse_1F;LittlerootTown_MaysHouse_1F;NewBarkTown_PlayersHouse_1F,GLOBAL(codigo),
0x113,275,FLAG_RECEIVED_QUICK_CLAW,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0x114,276,FLAG_RECEIVED_KINGS_ROCK,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0x115,277,FLAG_RECEIVED_MACHO_BRACE,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0x116,278,FLAG_RECEIVED_SOOTHE_BELL,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,0,1,,,
0x117,279,FLAG_EGG_MOVES_UNLOCKED,SCRIPT/EVENT,EM_USO,7,4,7,BlackthornCity_House3,GLOBAL(codigo),
0x118,280,FLAG_TUTOR_MOVES_UNLOCKED,SCRIPT/EVENT,EM_USO,7,2,6,OlivineCity_House4,GLOBAL(codigo),
0x119,281,FLAG_ENABLE_PROF_BIRCH_MATCH_CALL,SCRIPT/EVENT,EM_USO,2,5,6,LittlerootTown_ProfessorBirchsLab;NewBarkTown_Lab,GLOBAL(codigo),
0x11A,282,FLAG_RECEIVED_CLEANSE_TAG,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0x11B,283,FLAG_HIDE_BLAINE,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x11C,284,FLAG_DECLINED_WALLY_BATTLE_MAUVILLE,SCRIPT/EVENT,EM_USO,2,1,1,MauvilleCity,MAPA_UNICO:MauvilleCity,
0x11D,285,FLAG_RECEIVED_DEVON_SCOPE,SCRIPT/EVENT,EM_USO,2,1,1,Route120,MAPA_UNICO:Route120,
0x11E,286,FLAG_DECLINED_RIVAL_BATTLE_LILYCOVE,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,4,2,1,,,
0x11F,287,FLAG_MET_DEVON_EMPLOYEE,SCRIPT/EVENT,EM_USO,4,1,3,RustboroCity_DevonCorp_2F,MAPA_UNICO:RustboroCity_DevonCorp_2F,
0x120,288,FLAG_MET_RIVAL_RUSTBORO,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,4,2,2,,,
0x121,289,FLAG_ITEM_CATCHING_CHARM,SCRIPT/EVENT,EM_USO,0,0,1,FarawayIslandJungle,MAPA_UNICO:FarawayIslandJungle,
0x122,290,FLAG_CANSAIL_FARAWAYISLAND,SCRIPT/EVENT,EM_USO,8,2,2,OlivineCity_PortInside,MAPA_UNICO:OlivineCity_PortInside,
0x123,291,FLAG_RECEIVED_SS_TICKET,SCRIPT/EVENT,SO_ESCRITA,0,1,1,,GLOBAL(codigo),
0x124,292,FLAG_MET_RIVAL_LILYCOVE,SCRIPT/EVENT,EM_USO,3,1,3,LittlerootTown_BrendansHouse_2F;LittlerootTown_MaysHouse_2F,MULTI_MAPA(2),
0x125,293,FLAG_MET_RIVAL_IN_HOUSE_AFTER_LILYCOVE,SCRIPT/EVENT,EM_USO,2,1,1,LittlerootTown_MaysHouse_2F,MAPA_UNICO:LittlerootTown_MaysHouse_2F,
0x126,294,FLAG_EXCHANGED_SCANNER,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,2,2,,,
0x127,295,FLAG_VAJRAPYRAMID3_RELICGOLD2,SCRIPT/EVENT,EM_USO,0,0,1,VajraPyramidFloor3,MAPA_UNICO:VajraPyramidFloor3,
0x128,296,FLAG_PETALBURG_MART_EXPANDED_ITEMS,SCRIPT/EVENT,SO_LEITURA,1,0,2,,GLOBAL(codigo),
0x129,297,FLAG_RECEIVED_MIRACLE_SEED,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0x12A,298,FLAG_RECEIVED_BELDUM,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,1,1,,,
0x12B,299,FLAG_RECEIVED_FANCLUB_TM_THIS_WEEK,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,2,3,1,,,
0x12C,300,FLAG_MET_FANCLUB_YOUNGER_BROTHER,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,2,1,1,,,
0x12D,301,FLAG_RIVAL_LEFT_FOR_ROUTE103,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,1,1,,,
0x12E,302,FLAG_OMIT_DIVE_FROM_STEVEN_LETTER,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,0,1,1,,,
0x12F,303,FLAG_HAS_MATCH_CALL,SCRIPT/EVENT,EM_USO,20,3,11,LittlerootTown_ProfessorBirchsLab;Route102,GLOBAL(codigo),
0x130,304,FLAG_ADDED_MATCH_CALL_TO_POKENAV,SCRIPT/EVENT,EM_USO,3,4,4,NewBarkTown_PlayersHouse_1F,GLOBAL(codigo),
0x131,305,FLAG_REGISTERED_STEVEN_POKENAV,SCRIPT/EVENT,EM_USO,0,1,2,,GLOBAL(codigo),
0x132,306,FLAG_ENABLE_NORMAN_MATCH_CALL,SCRIPT/EVENT,EM_USO,2,1,2,,GLOBAL(codigo),
0x133,307,FLAG_STEVEN_GUIDES_TO_CAVE_OF_ORIGIN,SCRIPT/EVENT,EM_USO,2,1,1,SootopolisCity,MAPA_UNICO:SootopolisCity,Set after you follow Steven to the entrance of the Cave of Origin.
0x134,308,FLAG_MET_ARCHIE_SOOTOPOLIS,SCRIPT/EVENT,EM_USO,1,1,1,SootopolisCity,MAPA_UNICO:SootopolisCity,
0x135,309,FLAG_MET_MAXIE_SOOTOPOLIS,SCRIPT/EVENT,EM_USO,1,1,1,SootopolisCity,MAPA_UNICO:SootopolisCity,
0x136,310,FLAG_MET_SCOTT_RUSTBORO,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0x137,311,FLAG_WALLACE_GOES_TO_SKY_PILLAR,SCRIPT/EVENT,EM_USO,1,1,2,SkyPillar_Outside,MAPA_UNICO:SkyPillar_Outside,Set after speaking to Wallace within the Cave of Origin.
0x138,312,FLAG_RECEIVED_HM_WATERFALL,SCRIPT/EVENT,EM_USO,1,1,1,SootopolisCity,MAPA_UNICO:SootopolisCity,
0x139,313,FLAG_BEAT_MAGMA_GRUNT_JAGGED_PASS,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0x13A,314,FLAG_RECEIVED_AURORA_TICKET,SCRIPT/EVENT,EM_USO,1,1,2,,GLOBAL(codigo),
0x13B,315,FLAG_RECEIVED_MYSTIC_TICKET,SCRIPT/EVENT,EM_USO,1,1,2,,GLOBAL(codigo),
0x13C,316,FLAG_RECEIVED_OLD_SEA_MAP,SCRIPT/EVENT,EM_USO,1,1,2,,GLOBAL(codigo),
0x13D,317,FLAG_WONDER_CARD_UNUSED_1,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),These Wonder Card flags are referenced but never set
0x13E,318,FLAG_WONDER_CARD_UNUSED_2,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x13F,319,FLAG_WONDER_CARD_UNUSED_3,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x140,320,FLAG_WONDER_CARD_UNUSED_4,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x141,321,FLAG_WONDER_CARD_UNUSED_5,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x142,322,FLAG_WONDER_CARD_UNUSED_6,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x143,323,FLAG_WONDER_CARD_UNUSED_7,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x144,324,FLAG_WONDER_CARD_UNUSED_8,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x145,325,FLAG_WONDER_CARD_UNUSED_9,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x146,326,FLAG_WONDER_CARD_UNUSED_10,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x147,327,FLAG_WONDER_CARD_UNUSED_11,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x148,328,FLAG_WONDER_CARD_UNUSED_12,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x149,329,FLAG_WONDER_CARD_UNUSED_13,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x14A,330,FLAG_WONDER_CARD_UNUSED_14,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x14B,331,FLAG_WONDER_CARD_UNUSED_15,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x14C,332,FLAG_WONDER_CARD_UNUSED_16,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x14D,333,FLAG_WONDER_CARD_UNUSED_17,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x14E,334,FLAG_MIRAGE_TOWER_VISIBLE,SCRIPT/EVENT,EM_USO,4,3,2,,GLOBAL(codigo),
0x14F,335,FLAG_TM_GRASS_KNOT,SCRIPT/EVENT,EM_USO,0,0,1,DeepIlexForest,MAPA_UNICO:DeepIlexForest,
0x150,336,FLAG_HIDE_GRASSTITE,SCRIPT/EVENT,EM_USO,0,1,3,DeepIlexForest,GLOBAL(codigo),
0x151,337,FLAG_RECEIVED_POWDER_JAR,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,1,1,1,,,
0x152,338,FLAG_CHOSEN_MULTI_BATTLE_NPC_PARTNER,SCRIPT/EVENT,EM_USO,6,3,5,BattleFrontier_BattleTowerElevator;BattleFrontier_BattleTowerLobby;BattleFrontier_BattleTowerMultiPartnerRoom,GLOBAL(codigo),
0x153,339,FLAG_MET_BATTLE_FRONTIER_BREEDER,SCRIPT/EVENT,SO_MAPAS_FORA_DA_ROM,2,1,1,,,
0x154,340,FLAG_MET_BATTLE_FRONTIER_MANIAC,SCRIPT/EVENT,EM_USO,1,1,1,BattleFrontier_Lounge2,MAPA_UNICO:BattleFrontier_Lounge2,
