NatDex,Especie,Const,Geracao,ExisteNoRepo,Habilitada,Obtivel,Classificacao,MetodoLocal,Evidencia
98,Krabby,SPECIES_KRABBY,1,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_1_families.h:13374
99,Kingler,SPECIES_KINGLER,1,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_1_families.h:13449
100,Voltorb,SPECIES_VOLTORB,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ROCKET_HIDEOUT_B1F,src/data/wild_encounters.json (MAP_ROCKET_HIDEOUT_B1F)
101,Electrode,SPECIES_ELECTRODE,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Static battle @ ROCKET_HIDEOUT_B2F,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
102,Exeggcute,SPECIES_EXEGGCUTE,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Hidden Grotto @ HIDDEN_GROTTO_ILEX; Wild encounter @ ROUTE44,src/data/wild_encounters.json (MAP_ROUTE44)
103,Exeggutor,SPECIES_EXEGGUTOR,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
104,Cubone,SPECIES_CUBONE,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ MT_MORTAR_1F_NORTH; Wild encounter @ MT_MORTAR_1F_SOUTH; Wild encounter @ UNION_CAVE_1F; Wild encounter @ UNION_CAVE_B2F,src/data/wild_encounters.json (MAP_UNION_CAVE_1F)
105,Marowak,SPECIES_MAROWAK,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ROUTE49,src/data/wild_encounters.json (MAP_ROUTE49)
106,Hitmonlee,SPECIES_HITMONLEE,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
107,Hitmonchan,SPECIES_HITMONCHAN,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
108,Lickitung,SPECIES_LICKITUNG,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ROUTE44,src/data/wild_encounters.json (MAP_ROUTE44)
109,Koffing,SPECIES_KOFFING,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ BURNED_TOWER_1F; Wild encounter @ BURNED_TOWER_B1F; Wild encounter @ ROCKET_HIDEOUT_B1F,src/data/wild_encounters.json (MAP_BURNED_TOWER_1F)
110,Weezing,SPECIES_WEEZING,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
111,Rhyhorn,SPECIES_RHYHORN,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ MT_MORTAR_1F_SOUTH; Wild encounter @ MT_MORTAR_2F; Wild encounter @ MT_MORTAR_B1F; Wild encounter @ UNION_CAVE_1F,src/data/wild_encounters.json (MAP_UNION_CAVE_1F)
112,Rhydon,SPECIES_RHYDON,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ VICTORY_ROAD_KANTO_1F; Wild encounter @ VICTORY_ROAD_KANTO_B1F; Wild encounter @ VICTORY_ROAD_KANTO_B2F,src/data/wild_encounters.json (MAP_VICTORY_ROAD_KANTO_B2F)
113,Chansey,SPECIES_CHANSEY,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Hidden Grotto @ HIDDEN_GROTTO_ROUTE47; Wild encounter @ ROUTE47,src/data/wild_encounters.json (MAP_ROUTE47)
114,Tangela,SPECIES_TANGELA,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ROUTE36,src/data/wild_encounters.json (MAP_ROUTE36)
115,Kangaskhan,SPECIES_KANGASKHAN,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ UNION_CAVE_B2F,src/data/wild_encounters.json (MAP_UNION_CAVE_B2F)
116,Horsea,SPECIES_HORSEA,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; In-game trade; Wild encounter @ CIANWOOD_CITY; Wild encounter @ DRAGONS_DEN_CAVERN; Wild encounter @ ROUTE41; Wild encounter @ VIOLET_CITY; Wild encounter @ WHIRL_ISLANDS_1F; Wild encounter @ WHIRL_ISLANDS_B1F; Wild encounter @ WHIRL_ISLANDS_B2F,src/data/wild_encounters.json (MAP_ROUTE41)
117,Seadra,SPECIES_SEADRA,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ DRAGONS_DEN_CAVERN; Wild encounter @ VIOLET_CITY; Wild encounter @ WHIRL_ISLANDS_1F; Wild encounter @ WHIRL_ISLANDS_B1F; Wild encounter @ WHIRL_ISLANDS_B2F; Wild encounter @ WHIRL_ISLANDS_DESCENT,src/data/wild_encounters.json (MAP_WHIRL_ISLANDS_1F)
118,Goldeen,SPECIES_GOLDEEN,1,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_1_families.h:16196
119,Seaking,SPECIES_SEAKING,1,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_1_families.h:16288
120,Staryu,SPECIES_STARYU,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ CHERRYGROVE_CITY; Wild encounter @ CIANWOOD_CITY; Wild encounter @ FOGGY_SHORE; Wild encounter @ FOGGY_SHORE2; Wild encounter @ OLIVINE_CITY; Wild encounter @ ROUTE33; Wild encounter @ ROUTE34; Wild encounter @ ROUTE40; Wild encounter @,src/data/wild_encounters.json (MAP_ROUTE33)
121,Starmie,SPECIES_STARMIE,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ROUTE33; Wild encounter @ ROUTE50; Wild encounter @ VAJRA_DESERT_EAST,src/data/wild_encounters.json (MAP_ROUTE33)
122,Mr. Mime,SPECIES_MR_MIME,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ LAKE_OF_RAGE,src/data/wild_encounters.json (MAP_LAKE_OF_RAGE)
123,Scyther,SPECIES_SCYTHER,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ NATIONAL_PARK_BUG_CONTEST; Wild encounter @ NATIONAL_PARK_NORMAL,src/data/wild_encounters.json (MAP_NATIONAL_PARK_NORMAL)
124,Jynx,SPECIES_JYNX,1,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_1_families.h:17326
125,Electabuzz,SPECIES_ELECTABUZZ,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ROUTE44,src/data/wild_encounters.json (MAP_ROUTE44)
126,Magmar,SPECIES_MAGMAR,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ BURNED_TOWER_B1F; Wild encounter @ MT_MORTAR_DEPTHS_1; Wild encounter @ ROUTE44,src/data/wild_encounters.json (MAP_BURNED_TOWER_B1F)
127,Pinsir,SPECIES_PINSIR,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ NATIONAL_PARK_BUG_CONTEST; Wild encounter @ NATIONAL_PARK_NORMAL,src/data/wild_encounters.json (MAP_NATIONAL_PARK_NORMAL)
128,Tauros,SPECIES_TAUROS,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ROUTE38; Wild encounter @ ROUTE39,src/data/wild_encounters.json (MAP_ROUTE38)
129,Magikarp,SPECIES_MAGIKARP,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ BLACKTHORN_CITY; Wild encounter @ CHERRYGROVE_CITY; Wild encounter @ CIANWOOD_CITY; Wild encounter @ DARK_CAVE_NORTH_SIDE; Wild encounter @ DARK_CAVE_SOUTH_SIDE; Wild encounter @ DRAGONS_DEN_CAVERN; Wild encounter @ ECRUTEAK_CITY; Wild ,src/data/wild_encounters.json (MAP_ROUTE30)
130,Gyarados,SPECIES_GYARADOS,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Static battle @ LAKE_OF_RAGE; Wild encounter @ LAKE_OF_RAGE; Wild encounter @ ROUTE30; Wild encounter @ ROUTE33; Wild encounter @ ROUTE33SOUTH; Wild encounter @ ROUTE38; Wild encounter @ SOUTHERN_PASSAGE; Wild encounter @ SOUTH_PASSAGE_END; Wild encount,src/data/wild_encounters.json (MAP_ROUTE30)
131,Lapras,SPECIES_LAPRAS,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Static battle @ UNION_CAVE_B2F; Wild encounter @ MT_SILVER_1F_WATERFALL_ROOM; Wild encounter @ MT_SILVER_2F,src/data/wild_encounters.json (MAP_MT_SILVER_1F_WATERFALL_ROOM)
132,Ditto,SPECIES_DITTO,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Hidden Grotto @ HIDDEN_GROTTO_ROUTE47; Wild encounter @ ROUTE34,src/data/wild_encounters.json (MAP_ROUTE34)
133,Eevee,SPECIES_EEVEE,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Hidden Grotto @ HIDDEN_GROTTO_ROUTE35; Wild encounter @ ROUTE48,src/data/wild_encounters.json (MAP_ROUTE48)
134,Vaporeon,SPECIES_VAPOREON,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ KITAKAMI_WELL_B1F,src/data/wild_encounters.json (MAP_KITAKAMI_WELL_B1F)
135,Jolteon,SPECIES_JOLTEON,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; NPC gift (script),src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
136,Flareon,SPECIES_FLAREON,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
137,Porygon,SPECIES_PORYGON,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
138,Omanyte,SPECIES_OMANYTE,1,Sim,Nao,Nao,Desabilitado por configuração,"NPC gift (script) @ RUINS_OF_ALPH_LAB; NPC gift (script, var) @ RUINS_OF_ALPH_LAB",data/maps/RuinsOfAlph_Lab/scripts.inc:538 (MAP_RUINS_OF_ALPH_LAB)
139,Omastar,SPECIES_OMASTAR,1,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_1_families.h:19926
140,Kabuto,SPECIES_KABUTO,1,Sim,Sim,Sim,Obtível normalmente,"Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; NPC gift (script) @ RUINS_OF_ALPH_LAB; NPC gift (script, var) @ RUINS_OF_ALPH_LAB; Wild encounter @ WHIRL_ISLANDS_DESCENT",src/data/wild_encounters.json (MAP_WHIRL_ISLANDS_DESCENT)
141,Kabutops,SPECIES_KABUTOPS,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ FARAWAY_ISLAND_JUNGLE,src/data/wild_encounters.json (MAP_FARAWAY_ISLAND_JUNGLE)
142,Aerodactyl,SPECIES_AERODACTYL,1,Sim,Sim,Sim,Obtível normalmente,"Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; NPC gift (script) @ RUINS_OF_ALPH_LAB; NPC gift (script, var) @ RUINS_OF_ALPH_LAB; Wild encounter @ FARAWAY_ISLAND_JUNGLE",src/data/wild_encounters.json (MAP_FARAWAY_ISLAND_JUNGLE)
143,Snorlax,SPECIES_SNORLAX,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Static battle @ VERMILION_CITY; Wild encounter @ CERULEAN_CAVE_B2F,src/data/wild_encounters.json (MAP_CERULEAN_CAVE_B2F)
144,Articuno,SPECIES_ARTICUNO,1,Sim,Sim,Sim,Obtível normalmente,Scripted event battle @ SEAFOAM_ISLANDS_B1F; Static legendary battle @ SNOWTOP_MOUNTAIN_OUTSIDE,data/maps/SnowtopMountainOutside/scripts.inc:34 (MAP_SNOWTOP_MOUNTAIN_OUTSIDE)
145,Zapdos,SPECIES_ZAPDOS,1,Sim,Sim,Sim,Obtível normalmente,Scripted event battle @ ROUTE10; Static legendary battle @ OLIVINE_CITY_LIGHTHOUSE_TOP,data/maps/Route10/scripts.inc:71 (MAP_ROUTE10)
146,Moltres,SPECIES_MOLTRES,1,Sim,Sim,Sim,Obtível normalmente,Static legendary battle @ VICTORY_ROAD_KANTO_B1F,data/maps/VictoryRoadKanto_B1F/scripts.inc:36 (MAP_VICTORY_ROAD_KANTO_B1F)
147,Dratini,SPECIES_DRATINI,1,Sim,Sim,Sim,Obtível normalmente,"Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; NPC gift (script) @ DRAGONS_DEN_SHRINE; NPC gift (script, var) @ DRAGONS_DEN_SHRINE; Wild encounter @ DRAGONS_DEN_CAVERN; Wild encounter @ ROUTE45",src/data/wild_encounters.json (MAP_DRAGONS_DEN_CAVERN)
148,Dragonair,SPECIES_DRAGONAIR,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ DRAGONS_DEN_CAVERN; Wild encounter @ ROUTE45,src/data/wild_encounters.json (MAP_DRAGONS_DEN_CAVERN)
149,Dragonite,SPECIES_DRAGONITE,1,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
150,Mewtwo,SPECIES_MEWTWO,1,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ CERULEAN_CAVE_B2F; Scripted event battle @ CERULEAN_CAVE_B2F,data/maps/CeruleanCave_B2F/scripts.inc:20 (MAP_CERULEAN_CAVE_B2F)
151,Mew,SPECIES_MEW,1,Sim,Sim,Sim,Obtível normalmente,Static legendary battle @ FARAWAY_ISLAND_DEPTHS,data/maps/FarawayIslandDepths/scripts.inc:11 (MAP_FARAWAY_ISLAND_DEPTHS)
152,Chikorita,SPECIES_CHIKORITA,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Starter choice,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
153,Bayleef,SPECIES_BAYLEEF,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
154,Meganium,SPECIES_MEGANIUM,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; NPC gift (script),src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
155,Cyndaquil,SPECIES_CYNDAQUIL,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Starter choice,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
156,Quilava,SPECIES_QUILAVA,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
157,Typhlosion,SPECIES_TYPHLOSION,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; NPC gift (script),src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
158,Totodile,SPECIES_TOTODILE,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Starter choice,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
159,Croconaw,SPECIES_CROCONAW,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
160,Feraligatr,SPECIES_FERALIGATR,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; NPC gift (script),src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
161,Sentret,SPECIES_SENTRET,2,Sim,Nao,Nao,Desabilitado por configuração,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
162,Furret,SPECIES_FURRET,2,Sim,Nao,Nao,Desabilitado por configuração,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
163,Hoothoot,SPECIES_HOOTHOOT,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ROUTE29,src/data/wild_encounters.json (MAP_ROUTE29)
164,Noctowl,SPECIES_NOCTOWL,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
165,Ledyba,SPECIES_LEDYBA,2,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_2_families.h:1254
166,Ledian,SPECIES_LEDIAN,2,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_2_families.h:1340
167,Spinarak,SPECIES_SPINARAK,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ROUTE30,src/data/wild_encounters.json (MAP_ROUTE30)
168,Ariados,SPECIES_ARIADOS,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ROUTE48,src/data/wild_encounters.json (MAP_ROUTE48)
169,Crobat,SPECIES_CROBAT,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ MT_SILVER_3F,src/data/wild_encounters.json (MAP_MT_SILVER_3F)
170,Chinchou,SPECIES_CHINCHOU,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ BATTLE_FACTORY_GROUNDS; Wild encounter @ CIANWOOD_CITY; Wild encounter @ NEW_BARK_TOWN; Wild encounter @ OLIVINE_CITY_PORT_OUTSIDE; Wild encounter @ ROUTE26; Wild encounter @ ROUTE27; Wild encounter @ ROUTE33SOUTH_UNDERWATER; Wild encou,src/data/wild_encounters.json (MAP_UNION_CAVE_1F)
171,Lanturn,SPECIES_LANTURN,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ BATTLE_FACTORY_GROUNDS; Wild encounter @ CIANWOOD_CITY; Wild encounter @ NEW_BARK_TOWN; Wild encounter @ OLIVINE_CITY_PORT_OUTSIDE; Wild encounter @ RAILWAY_CAVE_2F; Wild encounter @ ROUTE26; Wild encounter @ ROUTE27; Wild encounter @ R,src/data/wild_encounters.json (MAP_UNION_CAVE_1F)
172,Pichu,SPECIES_PICHU,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Gift Egg; NPC gift (script) @ ROUTE25_BILLS_HOUSE; Wild encounter @ ROUTE31,src/data/wild_encounters.json (MAP_ROUTE31)
173,Cleffa,SPECIES_CLEFFA,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
174,Igglybuff,SPECIES_IGGLYBUFF,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
175,Togepi,SPECIES_TOGEPI,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Gift Egg @ VIOLET_CITY_POKEMON_CENTER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
176,Togetic,SPECIES_TOGETIC,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
177,Natu,SPECIES_NATU,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ RUINS_OF_ALPH_OUTSIDE,src/data/wild_encounters.json (MAP_RUINS_OF_ALPH_OUTSIDE)
178,Xatu,SPECIES_XATU,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
179,Mareep,SPECIES_MAREEP,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Hidden Grotto @ HIDDEN_GROTTO_ROUTE32; Wild encounter @ ROUTE32,src/data/wild_encounters.json (MAP_ROUTE32)
180,Flaaffy,SPECIES_FLAAFFY,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ROUTE43,src/data/wild_encounters.json (MAP_ROUTE43)
181,Ampharos,SPECIES_AMPHAROS,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
182,Bellossom,SPECIES_BELLOSSOM,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
183,Marill,SPECIES_MARILL,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ILEX_FOREST; Wild encounter @ MT_MORTAR_1F_NORTH; Wild encounter @ MT_MORTAR_1F_SOUTH; Wild encounter @ MT_MORTAR_2F; Wild encounter @ MT_MORTAR_B1F; Wild encounter @ NATIONAL_PARK_NORMAL; Wild encounter @ RUINS_OF_ALPH_OUTSIDE; Wild en,src/data/wild_encounters.json (MAP_RUINS_OF_ALPH_OUTSIDE)
184,Azumarill,SPECIES_AZUMARILL,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ILEX_FOREST; Wild encounter @ MT_MORTAR_1F_NORTH; Wild encounter @ MT_MORTAR_1F_SOUTH; Wild encounter @ MT_MORTAR_2F; Wild encounter @ MT_MORTAR_B1F; Wild encounter @ NATIONAL_PARK_NORMAL,src/data/wild_encounters.json (MAP_ILEX_FOREST)
185,Sudowoodo,SPECIES_SUDOWOODO,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Static battle @ ROUTE36,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
186,Politoed,SPECIES_POLITOED,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ KITAKAMI_WELL_B1F; Wild encounter @ MT_SILVER_OUTSIDE; Wild encounter @ ROUTE28,src/data/wild_encounters.json (MAP_MT_SILVER_OUTSIDE)
187,Hoppip,SPECIES_HOPPIP,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ROUTE29,src/data/wild_encounters.json (MAP_ROUTE29)
188,Skiploom,SPECIES_SKIPLOOM,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ROUTE48,src/data/wild_encounters.json (MAP_ROUTE48)
189,Jumpluff,SPECIES_JUMPLUFF,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
190,Aipom,SPECIES_AIPOM,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ROUTE39,src/data/wild_encounters.json (MAP_ROUTE39)
191,Sunkern,SPECIES_SUNKERN,2,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_2_families.h:3271
192,Sunflora,SPECIES_SUNFLORA,2,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_2_families.h:3350
193,Yanma,SPECIES_YANMA,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ ROUTE35,src/data/wild_encounters.json (MAP_ROUTE35)
194,Wooper,SPECIES_WOOPER,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ CLIFF_EDGE_GATE; Wild encounter @ ROUTE32; Wild encounter @ RUINS_OF_ALPH_OUTSIDE; Wild encounter @ UNION_CAVE_1F; Wild encounter @ UNION_CAVE_B1F; Wild encounter @ VICTORY_ROAD_KANTO_B1F,src/data/wild_encounters.json (MAP_RUINS_OF_ALPH_OUTSIDE)
195,Quagsire,SPECIES_QUAGSIRE,2,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER; Wild encounter @ CLIFF_EDGE_GATE; Wild encounter @ MT_SILVER_2F; Wild encounter @ ROUTE32; Wild encounter @ RUINS_OF_ALPH_OUTSIDE; Wild encounter @ UNION_CAVE_1F; Wild encounter @ UNION_CAVE_B1F; Wild encounter @ UNION_CAVE_B2F; Wild encounter @ VICTORY,src/data/wild_encounters.json (MAP_RUINS_OF_ALPH_OUTSIDE)
