EspecieBase,Forma,ConstInterna,Categoria,ExisteNoRepo,Habilitada,ObtivelPermanente,ComoObter/Ativar,TransformacaoDeBatalha,Evidencia
POLTCHAGEIST_COUNTERFEIT,POLTCHAGEIST_ARTISAN,SPECIES_POLTCHAGEIST_ARTISAN,Alternativa/cosmética/batalha,Sim,Sim,Sim,breeding: egg from SPECIES_SINISTCHA_MASTERPIECE,,src/data/pokemon/species_info/gen_9_families.h:7864
SINISTCHA_UNREMARKABLE,SINISTCHA_MASTERPIECE,SPECIES_SINISTCHA_MASTERPIECE,Alternativa/cosmética/batalha,Sim,Sim,Sim,"evolution: from SPECIES_POLTCHAGEIST_COUNTERFEIT : EVO_ITEM, ITEM_MASTERPIECE_TEACUP, SPECIES_SINISTCHA_MASTERPIECE",,src/data/pokemon/species_info/gen_9_families.h:7999
OGERPON_TEAL,OGERPON_WELLSPRING,SPECIES_OGERPON_WELLSPRING,Alternativa/cosmética/batalha,Sim,Sim,Sim,"FORM_CHANGE_ITEM_HOLD, SPECIES_OGERPON_WELLSPRING, ITEM_WELLSPRING_MASK",,src/data/pokemon/species_info/gen_9_families.h:8344
OGERPON_TEAL,OGERPON_HEARTHFLAME,SPECIES_OGERPON_HEARTHFLAME,Alternativa/cosmética/batalha,Sim,Sim,Sim,"FORM_CHANGE_ITEM_HOLD, SPECIES_OGERPON_HEARTHFLAME, ITEM_HEARTHFLAME_MASK",,src/data/pokemon/species_info/gen_9_families.h:8345
OGERPON_TEAL,OGERPON_CORNERSTONE,SPECIES_OGERPON_CORNERSTONE,Alternativa/cosmética/batalha,Sim,Sim,Sim,"FORM_CHANGE_ITEM_HOLD, SPECIES_OGERPON_CORNERSTONE, ITEM_CORNERSTONE_MASK",,src/data/pokemon/species_info/gen_9_families.h:8346
OGERPON_TEAL,OGERPON_TEAL_TERA,SPECIES_OGERPON_TEAL_TERA,Forma Terastal,Sim,Sim,Não,Mega (item) (ITEM_BONDSTONE); Terastal — INDISPONÍVEL: Terastal indisponível (ITEM_TERA_ORB não distribuído),Mega (item) (ITEM_BONDSTONE); Terastal — INDISPONÍVEL: Terastal indisponível (ITEM_TERA_ORB não distribuído),src/data/pokemon/species_info/gen_9_families.h:8348
OGERPON_TEAL,OGERPON_WELLSPRING_TERA,SPECIES_OGERPON_WELLSPRING_TERA,Forma Terastal,Sim,Sim,Não,Mega (item) (ITEM_WELLSPRING_MASK); Terastal — INDISPONÍVEL: Terastal indisponível (ITEM_TERA_ORB não distribuído),Mega (item) (ITEM_WELLSPRING_MASK); Terastal — INDISPONÍVEL: Terastal indisponível (ITEM_TERA_ORB não distribuído),src/data/pokemon/species_info/gen_9_families.h:8349
OGERPON_TEAL,OGERPON_HEARTHFLAME_TERA,SPECIES_OGERPON_HEARTHFLAME_TERA,Forma Terastal,Sim,Sim,Não,Mega (item) (ITEM_HEARTHFLAME_MASK); Terastal — INDISPONÍVEL: Terastal indisponível (ITEM_TERA_ORB não distribuído),Mega (item) (ITEM_HEARTHFLAME_MASK); Terastal — INDISPONÍVEL: Terastal indisponível (ITEM_TERA_ORB não distribuído),src/data/pokemon/species_info/gen_9_families.h:8350
OGERPON_TEAL,OGERPON_CORNERSTONE_TERA,SPECIES_OGERPON_CORNERSTONE_TERA,Forma Terastal,Sim,Sim,Não,Mega (item) (ITEM_CORNERSTONE_MASK); Terastal — INDISPONÍVEL: Terastal indisponível (ITEM_TERA_ORB não distribuído),Mega (item) (ITEM_CORNERSTONE_MASK); Terastal — INDISPONÍVEL: Terastal indisponível (ITEM_TERA_ORB não distribuído),src/data/pokemon/species_info/gen_9_families.h:8351
URSALUNA,URSALUNA_BLOODMOON,SPECIES_URSALUNA_BLOODMOON,Alternativa/cosmética/batalha,Sim,Sim,Sim,Boss lendário @ FOGGYFOREST_DEPTHS [data/maps/foggyforestDepths/scripts.inc:11],,src/data/pokemon/species_info/gen_2_families.h:6398
TERAPAGOS_NORMAL,TERAPAGOS_TERASTAL,SPECIES_TERAPAGOS_TERASTAL,Alternativa/cosmética/batalha,Sim,Sim,Não,Ao entrar (batalha),Ao entrar (batalha),src/data/pokemon/species_info/gen_9_families.h:8703
TERAPAGOS_NORMAL,TERAPAGOS_STELLAR,SPECIES_TERAPAGOS_STELLAR,Forma Terastal,Sim,Sim,Não,Terastal — INDISPONÍVEL: Terastal indisponível (ITEM_TERA_ORB não distribuído),Terastal — INDISPONÍVEL: Terastal indisponível (ITEM_TERA_ORB não distribuído),src/data/pokemon/species_info/gen_9_families.h:8776
LUGIA,LUGIA_SHADOW,SPECIES_LUGIA_SHADOW,Forma especial do hack,Sim,Sim,Sim,Boss lendário @ WHIRL_ISLANDS_LUGIA_CHAMBER [data/maps/WhirlIslands_LugiaChamber/scripts.inc:227],,src/data/pokemon/species_info/gen_2_families.h:8978
MOTHIM_PLANT,MOTHIM_SANDY,SPECIES_MOTHIM_SANDY,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_4_families.h:2409
MOTHIM_PLANT,MOTHIM_TRASH,SPECIES_MOTHIM_TRASH,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_4_families.h:2410
SCATTERBUG_ICY_SNOW,SCATTERBUG_POLAR,SPECIES_SCATTERBUG_POLAR,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1400
SCATTERBUG_ICY_SNOW,SCATTERBUG_TUNDRA,SPECIES_SCATTERBUG_TUNDRA,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1401
SCATTERBUG_ICY_SNOW,SCATTERBUG_CONTINENTAL,SPECIES_SCATTERBUG_CONTINENTAL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1402
SCATTERBUG_ICY_SNOW,SCATTERBUG_GARDEN,SPECIES_SCATTERBUG_GARDEN,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1403
SCATTERBUG_ICY_SNOW,SCATTERBUG_ELEGANT,SPECIES_SCATTERBUG_ELEGANT,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1404
SCATTERBUG_ICY_SNOW,SCATTERBUG_MEADOW,SPECIES_SCATTERBUG_MEADOW,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1405
SCATTERBUG_ICY_SNOW,SCATTERBUG_MODERN,SPECIES_SCATTERBUG_MODERN,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1406
SCATTERBUG_ICY_SNOW,SCATTERBUG_MARINE,SPECIES_SCATTERBUG_MARINE,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1407
SCATTERBUG_ICY_SNOW,SCATTERBUG_ARCHIPELAGO,SPECIES_SCATTERBUG_ARCHIPELAGO,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1408
SCATTERBUG_ICY_SNOW,SCATTERBUG_HIGH_PLAINS,SPECIES_SCATTERBUG_HIGH_PLAINS,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1409
SCATTERBUG_ICY_SNOW,SCATTERBUG_SANDSTORM,SPECIES_SCATTERBUG_SANDSTORM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1410
SCATTERBUG_ICY_SNOW,SCATTERBUG_RIVER,SPECIES_SCATTERBUG_RIVER,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1411
SCATTERBUG_ICY_SNOW,SCATTERBUG_MONSOON,SPECIES_SCATTERBUG_MONSOON,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1412
SCATTERBUG_ICY_SNOW,SCATTERBUG_SAVANNA,SPECIES_SCATTERBUG_SAVANNA,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1413
SCATTERBUG_ICY_SNOW,SCATTERBUG_SUN,SPECIES_SCATTERBUG_SUN,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1414
SCATTERBUG_ICY_SNOW,SCATTERBUG_OCEAN,SPECIES_SCATTERBUG_OCEAN,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1415
SCATTERBUG_ICY_SNOW,SCATTERBUG_JUNGLE,SPECIES_SCATTERBUG_JUNGLE,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1416
SCATTERBUG_ICY_SNOW,SCATTERBUG_FANCY,SPECIES_SCATTERBUG_FANCY,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1417
SCATTERBUG_ICY_SNOW,SCATTERBUG_POKEBALL,SPECIES_SCATTERBUG_POKEBALL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1418
SPEWPA_ICY_SNOW,SPEWPA_POLAR,SPECIES_SPEWPA_POLAR,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1484
SPEWPA_ICY_SNOW,SPEWPA_TUNDRA,SPECIES_SPEWPA_TUNDRA,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1485
SPEWPA_ICY_SNOW,SPEWPA_CONTINENTAL,SPECIES_SPEWPA_CONTINENTAL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1486
SPEWPA_ICY_SNOW,SPEWPA_GARDEN,SPECIES_SPEWPA_GARDEN,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1487
SPEWPA_ICY_SNOW,SPEWPA_ELEGANT,SPECIES_SPEWPA_ELEGANT,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1488
SPEWPA_ICY_SNOW,SPEWPA_MEADOW,SPECIES_SPEWPA_MEADOW,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1489
SPEWPA_ICY_SNOW,SPEWPA_MODERN,SPECIES_SPEWPA_MODERN,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1490
SPEWPA_ICY_SNOW,SPEWPA_MARINE,SPECIES_SPEWPA_MARINE,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1491
SPEWPA_ICY_SNOW,SPEWPA_ARCHIPELAGO,SPECIES_SPEWPA_ARCHIPELAGO,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1492
SPEWPA_ICY_SNOW,SPEWPA_HIGH_PLAINS,SPECIES_SPEWPA_HIGH_PLAINS,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1493
SPEWPA_ICY_SNOW,SPEWPA_SANDSTORM,SPECIES_SPEWPA_SANDSTORM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1494
SPEWPA_ICY_SNOW,SPEWPA_RIVER,SPECIES_SPEWPA_RIVER,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1495
SPEWPA_ICY_SNOW,SPEWPA_MONSOON,SPECIES_SPEWPA_MONSOON,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1496
SPEWPA_ICY_SNOW,SPEWPA_SAVANNA,SPECIES_SPEWPA_SAVANNA,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1497
SPEWPA_ICY_SNOW,SPEWPA_SUN,SPECIES_SPEWPA_SUN,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1498
SPEWPA_ICY_SNOW,SPEWPA_OCEAN,SPECIES_SPEWPA_OCEAN,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1499
SPEWPA_ICY_SNOW,SPEWPA_JUNGLE,SPECIES_SPEWPA_JUNGLE,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1500
SPEWPA_ICY_SNOW,SPEWPA_FANCY,SPECIES_SPEWPA_FANCY,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1501
SPEWPA_ICY_SNOW,SPEWPA_POKEBALL,SPECIES_SPEWPA_POKEBALL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_6_families.h:1502
RATICATE,RATICATE_ALOLA_TOTEM,SPECIES_RATICATE_ALOLA_TOTEM,Totem,Sim,Sim,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_1_families.h:2513
GUMSHOOS,GUMSHOOS_TOTEM,SPECIES_GUMSHOOS_TOTEM,Totem,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_7_families.h:1124
VIKAVOLT,VIKAVOLT_TOTEM,SPECIES_VIKAVOLT_TOTEM,Totem,Sim,Sim,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_7_families.h:1397
LURANTIS,LURANTIS_TOTEM,SPECIES_LURANTIS_TOTEM,Totem,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_7_families.h:3309
SALAZZLE,SALAZZLE_TOTEM,SPECIES_SALAZZLE_TOTEM,Totem,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_7_families.h:3650
MIMIKYU_DISGUISED,MIMIKYU_TOTEM_DISGUISED,SPECIES_MIMIKYU_TOTEM_DISGUISED,Totem,Sim,Sim,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_7_families.h:5370
KOMMO_O,KOMMO_O_TOTEM,SPECIES_KOMMO_O_TOTEM,Totem,Sim,Sim,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_7_families.h:5975
MAROWAK,MAROWAK_ALOLA_TOTEM,SPECIES_MAROWAK_ALOLA_TOTEM,Totem,Sim,Sim,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_1_families.h:14349
RIBOMBEE,RIBOMBEE_TOTEM,SPECIES_RIBOMBEE_TOTEM,Totem,Sim,Sim,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_7_families.h:2138
ARAQUANID,ARAQUANID_TOTEM,SPECIES_ARAQUANID_TOTEM,Totem,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_7_families.h:3110
TOGEDEMARU,TOGEDEMARU_TOTEM,SPECIES_TOGEDEMARU_TOTEM,Totem,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_7_families.h:5181
PIKACHU,PIKACHU_STARTER,SPECIES_PIKACHU_STARTER,Alternativa/cosmética/batalha,Sim,Sim,Sim,Gacha do Game Corner @ MAUVILLE_CITY_GAME_CORNER [src/game_corner_gacha.c],,src/data/pokemon/species_info/gen_1_families.h:4000
EEVEE,EEVEE_STARTER,SPECIES_EEVEE_STARTER,Alternativa/cosmética/batalha,Sim,Sim,Sim,Gacha do Game Corner @ MAUVILLE_CITY_GAME_CORNER [src/game_corner_gacha.c],,src/data/pokemon/species_info/gen_1_families.h:18968
VENUSAUR,VENUSAUR_GMAX,SPECIES_VENUSAUR_GMAX,Gigantamax,Sim,Sim,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_1_families.h:327
BLASTOISE,BLASTOISE_GMAX,SPECIES_BLASTOISE_GMAX,Gigantamax,Sim,Sim,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_1_families.h:1142
CHARIZARD,CHARIZARD_GMAX,SPECIES_CHARIZARD_GMAX,Gigantamax,Sim,Sim,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_1_families.h:771
BUTTERFREE,BUTTERFREE_GMAX,SPECIES_BUTTERFREE_GMAX,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_BUGTITE),Mega (item) (ITEM_BUGTITE),src/data/pokemon/species_info/gen_1_families.h:1461
PIKACHU,PIKACHU_GMAX,SPECIES_PIKACHU_GMAX,Gigantamax,Sim,Sim,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_1_families.h:3939
MEOWTH,MEOWTH_GMAX,SPECIES_MEOWTH_GMAX,Gigantamax,Sim,Sim,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_1_families.h:7823
MACHAMP,MACHAMP_GMAX,SPECIES_MACHAMP_GMAX,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_FIGHTITE),Mega (item) (ITEM_FIGHTITE),src/data/pokemon/species_info/gen_1_families.h:9500
GENGAR,GENGAR_GMAX,SPECIES_GENGAR_GMAX,Gigantamax,Sim,Sim,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_1_families.h:12894
KINGLER,KINGLER_GMAX,SPECIES_KINGLER_GMAX,Gigantamax,Sim,Não,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_1_families.h:13523
LAPRAS,LAPRAS_GMAX,SPECIES_LAPRAS_GMAX,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_ICETITE),Mega (item) (ITEM_ICETITE),src/data/pokemon/species_info/gen_1_families.h:18659
EEVEE,EEVEE_GMAX,SPECIES_EEVEE_GMAX,Gigantamax,Sim,Sim,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_1_families.h:18907
SNORLAX,SNORLAX_GMAX,SPECIES_SNORLAX_GMAX,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_NORMALITE),Mega (item) (ITEM_NORMALITE),src/data/pokemon/species_info/gen_1_families.h:20469
GARBODOR,GARBODOR_GMAX,SPECIES_GARBODOR_GMAX,Gigantamax,Sim,Não,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_5_families.h:6805
MELMETAL,MELMETAL_GMAX,SPECIES_MELMETAL_GMAX,Gigantamax,Sim,Sim,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_7_families.h:8375
RILLABOOM,RILLABOOM_GMAX,SPECIES_RILLABOOM_GMAX,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_GRASSTITE),Mega (item) (ITEM_GRASSTITE),src/data/pokemon/species_info/gen_8_families.h:206
CINDERACE,CINDERACE_GMAX,SPECIES_CINDERACE_GMAX,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_FIRETITE),Mega (item) (ITEM_FIRETITE),src/data/pokemon/species_info/gen_8_families.h:467
INTELEON,INTELEON_GMAX,SPECIES_INTELEON_GMAX,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_WATERTITE),Mega (item) (ITEM_WATERTITE),src/data/pokemon/species_info/gen_8_families.h:730
CORVIKNIGHT,CORVIKNIGHT_GMAX,SPECIES_CORVIKNIGHT_GMAX,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_FLYINGITE),Mega (item) (ITEM_FLYINGITE),src/data/pokemon/species_info/gen_8_families.h:1149
ORBEETLE,ORBEETLE_GMAX,SPECIES_ORBEETLE_GMAX,Gigantamax,Sim,Não,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_8_families.h:1415
DREDNAW,DREDNAW_GMAX,SPECIES_DREDNAW_GMAX,Gigantamax,Sim,Não,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_8_families.h:2021
COALOSSAL,COALOSSAL_GMAX,SPECIES_COALOSSAL_GMAX,Gigantamax,Sim,Não,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_8_families.h:2428
FLAPPLE,FLAPPLE_GMAX,SPECIES_FLAPPLE_GMAX,Gigantamax,Sim,Sim,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_8_families.h:2640
APPLETUN,APPLETUN_GMAX,SPECIES_APPLETUN_GMAX,Gigantamax,Sim,Sim,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_8_families.h:2771
SANDACONDA,SANDACONDA_GMAX,SPECIES_SANDACONDA_GMAX,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_GROUNDITE),Mega (item) (ITEM_GROUNDITE),src/data/pokemon/species_info/gen_8_families.h:3099
TOXTRICITY_AMPED,TOXTRICITY_AMPED_GMAX,SPECIES_TOXTRICITY_AMPED_GMAX,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_ELECTRITE),Mega (item) (ITEM_ELECTRITE),src/data/pokemon/species_info/gen_8_families.h:3619
TOXTRICITY_AMPED,TOXTRICITY_LOW_KEY_GMAX,SPECIES_TOXTRICITY_LOW_KEY_GMAX,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_ELECTRITE),Mega (item) (ITEM_ELECTRITE),src/data/pokemon/species_info/gen_8_families.h:3742
CENTISKORCH,CENTISKORCH_GMAX,SPECIES_CENTISKORCH_GMAX,Mega Evolution,Sim,Sim,Não,Mega (item) (ITEM_FIRETITE),Mega (item) (ITEM_FIRETITE),src/data/pokemon/species_info/gen_8_families.h:3940
HATTERENE,HATTERENE_GMAX,SPECIES_HATTERENE_GMAX,Gigantamax,Sim,Não,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_8_families.h:4607
GRIMMSNARL,GRIMMSNARL_GMAX,SPECIES_GRIMMSNARL_GMAX,Gigantamax,Sim,Sim,Não,"Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)","Gigantamax (Dynamax) — INDISPONÍVEL: Dynamax desativado (B_FLAG_DYNAMAX_BATTLE=0, sem ITEM_DYNAMAX_BAND)",src/data/pokemon/species_info/gen_8_families.h:4870
