id,name,has_party,used_map_script,used_other_system,status,accessible,reason
832,TRAINER_OTIS,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
833,TRAINER_PARRY,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
834,TRAINER_PATON,Yes,No,Rematch/MatchCall,OK,Yes,Has party and is triggered via: Rematch/MatchCall
835,TRAINER_PETER,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
836,TRAINER_SAWYER_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
837,TRAINER_SAWYER_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
838,TRAINER_SAWYER_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
839,TRAINER_SAWYER_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
840,TRAINER_RON,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
841,TRAINER_ROSS,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
842,TRAINER_ROXANNE,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
843,TRAINER_ROY,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
844,TRAINER_THALIA_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
845,TRAINER_THALIA_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
846,TRAINER_THALIA_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
847,TRAINER_THALIA_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
848,TRAINER_MARIELA,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
849,TRAINER_BORIS,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
850,TRAINER_NICOLE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
851,TRAINER_RED,No,No,BattleDome/PWT,BROKEN_REFERENCE,No,Referenced by BattleDome/PWT but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
852,TRAINER_LEAF,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
853,TRAINER_BRENDAN_PLACEHOLDER,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
854,TRAINER_MAY_PLACEHOLDER,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
855,TRAINER_GRUNT_12,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
856,TRAINER_WALLACE2,No,No,BattleDome/PWT,BROKEN_REFERENCE,No,Referenced by BattleDome/PWT but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
857,TRAINER_CHANSEY3,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
858,TRAINER_CHANSEY4,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
859,TRAINER_CHANSEY5,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
860,TRAINER_SIDNEY2,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
861,TRAINER_PHOEBE2,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
862,TRAINER_PROTON_1,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
863,TRAINER_KIP2,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
864,TRAINER_ROUTE_31_EXPERT,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
865,TRAINER_GOLDENROD_SHORE_EXPERT,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
866,TRAINER_RIVALGOLD1,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
867,TRAINER_RIVALCRYSTAL1,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
868,TRAINER_RIVALGOLD2,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
869,TRAINER_RIVALCRYSTAL2,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
870,TRAINER_RAILWAYBOB,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
871,TRAINER_RAILWAYMASON,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
872,TRAINER_RAILWAYYODA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
873,TRAINER_RAILWAYSANADA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
874,TRAINER_ORB_EXPERT,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
875,TRAINER_HERB_EXPERT,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
876,TRAINER_CHOICE_BAND_EXPERT,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
877,TRAINER_TITLE_DEFENSE_LANCE,Yes,No,TitleDefense,OK,Yes,Has party and is triggered via: TitleDefense
878,TRAINER_TITLE_DEFENSE_STEVEN,Yes,No,TitleDefense,OK,Yes,Has party and is triggered via: TitleDefense
879,TRAINER_RIVAL_GOLD_ICEPATH,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
880,TRAINER_RIVAL_CRYSTAL_ICEPATH,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
881,TRAINER_RIVAL_GOLD_FINAL,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
882,TRAINER_RIVAL_CRYSTAL_FINAL,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
883,TRAINER_PHILIP,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
884,TRAINER_MOULDER,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
885,TRAINER_DOJO_AUDINO,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
886,TRAINER_NIJO,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
887,TRAINER_SAE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
888,TRAINER_MINA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
889,TRAINER_LI_2,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
890,TRAINER_DIRECTOR,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
891,TRAINER_TITLE_DEFENSE_FALKNER,Yes,No,TitleDefense,OK,Yes,Has party and is triggered via: TitleDefense
892,TRAINER_TITLE_DEFENSE_BUGSY,Yes,No,TitleDefense,OK,Yes,Has party and is triggered via: TitleDefense
893,TRAINER_TITLE_DEFENSE_WHITNEY,Yes,No,TitleDefense,OK,Yes,Has party and is triggered via: TitleDefense
894,TRAINER_TITLE_DEFENSE_MORTY,Yes,No,TitleDefense,OK,Yes,Has party and is triggered via: TitleDefense
895,TRAINER_TITLE_DEFENSE_CHUCK,Yes,No,TitleDefense,OK,Yes,Has party and is triggered via: TitleDefense
896,TRAINER_TITLE_DEFENSE_JASMINE,Yes,No,TitleDefense,OK,Yes,Has party and is triggered via: TitleDefense
897,TRAINER_TITLE_DEFENSE_PRYCE,Yes,No,TitleDefense,OK,Yes,Has party and is triggered via: TitleDefense
898,TRAINER_TITLE_DEFENSE_CLAIR,Yes,No,TitleDefense,OK,Yes,Has party and is triggered via: TitleDefense
899,TRAINER_NAMELESS_LEAF,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
927,TRAINER_VAJRA_EAST_SIROCCO,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
928,TRAINER_VAJRA_EAST_SOL,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
929,TRAINER_VAJRA_EAST_DUNE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
930,TRAINER_VAJRA_EAST_NORI,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
931,TRAINER_VAJRA_EAST_ATLAS,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
932,TRAINER_VAJRA_EAST_DYLAN,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
933,TRAINER_ROUTE50_ROWAN,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
934,TRAINER_ROUTE50_CASPIAN,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
935,TRAINER_ROUTE50_IGNIS,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
936,TRAINER_SPIRIT1,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
937,TRAINER_SPIRIT2,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
938,TRAINER_SPIRIT3,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
939,TRAINER_CAFE_SIMPLI,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
940,TRAINER_CAFE_DOVES,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
941,TRAINER_CAFE_ELTON,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
942,TRAINER_CAFE_NEM,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
943,TRAINER_CAFE_BAI,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
944,TRAINER_CAFE_DRAC,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
945,TRAINER_CAFE_JUNA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
946,TRAINER_CAFE_TYLARIE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
947,TRAINER_CAFE_ATHENA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
948,TRAINER_TITLE_DEFENSE_ELDER_LI,Yes,No,TitleDefense,OK,Yes,Has party and is triggered via: TitleDefense
949,TRAINER_TITLE_DEFENSE_DIRECTOR,Yes,No,TitleDefense,OK,Yes,Has party and is triggered via: TitleDefense
950,TRAINER_TITLE_DEFENSE_LEAF,Yes,No,TitleDefense,OK,Yes,Has party and is triggered via: TitleDefense
951,TRAINER_UNUSED_87,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
952,TRAINER_UNUSED_88,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
953,TRAINER_UNUSED_89,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
954,TRAINER_UNUSED_90,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
955,TRAINER_UNUSED_91,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
956,TRAINER_UNUSED_92,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
957,TRAINER_UNUSED_93,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
958,TRAINER_UNUSED_94,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
959,TRAINER_UNUSED_95,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
960,TRAINER_UNUSED_96,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
961,TRAINER_UNUSED_97,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
962,TRAINER_UNUSED_98,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
963,TRAINER_UNUSED_99,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
964,TRAINER_LUSAMINE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
965,TRAINER_LILLIE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
966,TRAINER_KUKUI,Yes,No,-,ORPHANED_PARTY,No,Has a full party defined but is never referenced by any script or game system found
967,TRAINER_GLADION,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
968,TRAINER_UNUSED_104,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
969,TRAINER_UNUSED_105,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
970,TRAINER_UNUSED_106,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
971,TRAINER_UNUSED_107,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
972,TRAINER_UNUSED_108,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
973,TRAINER_UNUSED_109,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
974,TRAINER_UNUSED_110,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
975,TRAINER_UNUSED_111,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
976,TRAINER_UNUSED_112,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
977,TRAINER_UNUSED_113,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
978,TRAINER_UNUSED_114,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
979,TRAINER_UNUSED_115,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
980,TRAINER_UNUSED_116,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
981,TRAINER_UNUSED_117,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
982,TRAINER_UNUSED_118,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
983,TRAINER_UNUSED_119,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
984,TRAINER_UNUSED_120,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
985,TRAINER_UNUSED_121,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
986,TRAINER_UNUSED_122,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
987,TRAINER_UNUSED_123,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
988,TRAINER_UNUSED_124,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
989,TRAINER_UNUSED_125,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
990,TRAINER_UNUSED_126,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
991,TRAINER_UNUSED_127,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
992,TRAINER_UNUSED_128,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
993,TRAINER_UNUSED_129,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
994,TRAINER_UNUSED_130,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
995,TRAINER_UNUSED_131,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
996,TRAINER_UNUSED_132,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
997,TRAINER_UNUSED_133,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
998,TRAINER_UNUSED_134,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
999,TRAINER_UNUSED_135,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1000,TRAINER_UNUSED_136,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1001,TRAINER_UNUSED_137,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1002,TRAINER_UNUSED_138,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1003,TRAINER_UNUSED_139,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1004,TRAINER_UNUSED_140,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1005,TRAINER_UNUSED_141,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1006,TRAINER_UNUSED_142,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1007,TRAINER_UNUSED_143,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1008,TRAINER_UNUSED_144,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1009,TRAINER_UNUSED_145,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1010,TRAINER_UNUSED_146,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1011,TRAINER_UNUSED_147,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1012,TRAINER_UNUSED_148,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1013,TRAINER_UNUSED_149,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1014,TRAINER_UNUSED_150,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1015,TRAINER_UNUSED_151,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1016,TRAINER_UNUSED_152,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1017,TRAINER_UNUSED_153,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1018,TRAINER_UNUSED_154,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1019,TRAINER_UNUSED_155,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1020,TRAINER_UNUSED_156,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1021,TRAINER_UNUSED_157,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1022,TRAINER_UNUSED_158,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1023,TRAINER_UNUSED_159,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1024,TRAINER_UNUSED_160,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1025,TRAINER_UNUSED_161,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1026,TRAINER_UNUSED_162,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1027,TRAINER_UNUSED_163,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1028,TRAINER_UNUSED_164,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1029,TRAINER_UNUSED_165,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1030,TRAINER_UNUSED_166,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1031,TRAINER_UNUSED_167,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1032,TRAINER_UNUSED_168,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1033,TRAINER_UNUSED_169,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1034,TRAINER_UNUSED_170,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1035,TRAINER_UNUSED_171,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1036,TRAINER_UNUSED_172,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1037,TRAINER_UNUSED_173,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1038,TRAINER_UNUSED_174,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1039,TRAINER_UNUSED_175,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1040,TRAINER_UNUSED_176,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1041,TRAINER_UNUSED_177,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1042,TRAINER_UNUSED_178,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1043,TRAINER_UNUSED_179,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1044,TRAINER_UNUSED_180,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1045,TRAINER_UNUSED_181,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1046,TRAINER_UNUSED_182,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1047,TRAINER_UNUSED_183,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1048,TRAINER_UNUSED_184,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1049,TRAINER_UNUSED_185,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1050,TRAINER_UNUSED_186,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1051,TRAINER_UNUSED_187,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1052,TRAINER_UNUSED_188,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1053,TRAINER_UNUSED_189,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1054,TRAINER_UNUSED_190,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1055,TRAINER_UNUSED_191,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1056,TRAINER_UNUSED_192,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1057,TRAINER_UNUSED_193,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1058,TRAINER_UNUSED_194,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1059,TRAINER_UNUSED_195,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
1060,TRAINER_UNUSED_196,No,No,-,RESERVED_SLOT,N/A,"Reserved unused ID slot (TRAINER_UNUSED_*), no name, no party, not referenced"
